Plate_Barcode,Well_Position,Batch_Id,Concentration_mg_mL,Concentration_ug_mL,Concentration_mM,Concentration_uM,Volume_uL,Volume_nL,Solvent,Formula_Weight,Molecular_Weight
S-B-REPO1_2025-004-1,C11,BRD-K47780086-001-08-7,2.532578,2532.578,10.0,10000.0,0.04,40,DMSO,253.2578,253.117489371
S-B-REPO1_2025-004-1,C12,BRD-K51544265-001-12-9,5.015057,5015.057,10.0,10000.0,0.04,40,DMSO,501.5057,501.169999098
S-B-REPO1_2025-004-1,C13,BRD-K76927775-001-13-4,2.38157,2381.57,10.0,10000.0,0.04,40,DMSO,238.157,238.033819322
S-B-REPO1_2025-004-1,C14,BRD-K79926543-001-09-9,1.771601,1771.601,10.0,10000.0,0.04,40,DMSO,177.1601,177.053826483
S-B-REPO1_2025-004-1,C15,BRD-K89125793-001-31-9,2.47272,2472.72,10.0,10000.0,0.04,40,DMSO,247.272,247.062676609
S-B-REPO1_2025-004-1,C16,BRD-K67102207-001-19-9,1.642011,1642.011,10.0,10000.0,0.04,40,DMSO,164.2011,164.083729628
S-B-REPO1_2025-004-1,C17,BRD-K04288422-001-04-4,1.7814,1781.4,10.0,10000.0,0.04,40,DMSO,178.14,178.047738052
S-B-REPO1_2025-004-1,C18,BRD-K44779798-001-12-9,2.072243,2072.243,10.0,10000.0,0.04,40,DMSO,207.2243,207.110672659
S-B-REPO1_2025-004-1,C19,BRD-K28849549-001-17-9,1.531354,1531.354,10.0,10000.0,0.04,40,DMSO,153.1354,153.042593095
S-B-REPO1_2025-004-1,C20,BRD-K88809146-003-05-4,1.69651,1696.51,10.0,10000.0,0.04,40,DMSO,169.651,133.089149357
S-B-REPO1_2025-004-1,C21,BRD-K64931368-001-16-9,1.311729,1311.729,10.0,10000.0,0.04,40,DMSO,131.1729,131.094628665
S-B-REPO1_2025-004-1,C22,BRD-A77291778-001-23-9,2.913853,2913.853,10.0,10000.0,0.04,40,DMSO,291.3853,291.183443671
S-B-REPO1_2025-004-1,C23,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,C24,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,D01,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,D02,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,D03,BRD-K72925150-001-14-5,2.503764,2503.764,10.0,10000.0,0.04,40,DMSO,250.3764,250.193280076
S-B-REPO1_2025-004-1,D04,BRD-K16758059-001-02-9,5.210695,5210.695,10.0,10000.0,0.04,40,DMSO,521.0695,520.96954131
S-B-REPO1_2025-004-1,D05,BRD-K59866480-001-09-9,3.664071,3664.071,10.0,10000.0,0.04,40,DMSO,366.4071,366.146723814
S-B-REPO1_2025-004-1,D06,BRD-K33106058-001-25-9,2.432166,2432.166,10.0,10000.0,0.04,40,DMSO,243.2166,243.085520541
S-B-REPO1_2025-004-1,D07,BRD-K96137854-001-17-1,4.706838,4706.838,10.0,10000.0,0.04,40,DMSO,470.6838,470.33960996
S-B-REPO1_2025-004-1,D08,BRD-K54634444-001-04-2,3.844208,3844.208,10.0,10000.0,0.04,40,DMSO,384.4208,384.178417872
S-B-REPO1_2025-004-1,D09,BRD-K80738081-001-49-9,2.282433,2282.433,10.0,10000.0,0.04,40,DMSO,228.2433,228.07864425
S-B-REPO1_2025-004-1,D10,BRD-K92490248-001-07-9,2.40365,2403.65,10.0,10000.0,0.04,40,DMSO,240.365,239.973726948
S-B-REPO1_2025-004-1,D11,BRD-K01825679-311-01-9,4.98911,4989.11,10.0,10000.0,0.04,40,DMSO,498.911,498.140508179
S-B-REPO1_2025-004-1,D12,BRD-K48068743-001-02-9,4.26578,4265.78,10.0,10000.0,0.04,40,DMSO,426.578,426.220180302
S-B-REPO1_2025-004-1,D13,BRD-K23204545-001-23-9,2.46302,2463.02,10.0,10000.0,0.04,40,DMSO,246.302,246.02317956
S-B-REPO1_2025-004-1,D14,BRD-K85693895-001-04-9,3.57347,3573.47,10.0,10000.0,0.04,40,DMSO,357.347,357.064648624
S-B-REPO1_2025-004-1,D15,BRD-K49577446-001-12-9,4.344977,4344.977,10.0,10000.0,0.04,40,DMSO,434.4977,434.210466929
S-B-REPO1_2025-004-1,D16,BRD-K08206212-002-02-9,2.952945,2952.945,10.0,10000.0,0.04,40,DMSO,295.2945,277.117489371
S-B-REPO1_2025-004-1,D17,BRD-K45216060-001-11-8,1.241372,1241.372,10.0,10000.0,0.04,40,DMSO,124.1372,124.0524295
S-B-REPO1_2025-004-1,D18,BRD-K93546328-236-03-9,2.2966,2296.6,10.0,10000.0,0.04,40,DMSO,229.66,204.996426902
S-B-REPO1_2025-004-1,D19,BRD-K17480742-001-03-9,5.344844,5344.844,10.0,10000.0,0.04,40,DMSO,534.4844,534.172619167
S-B-REPO1_2025-004-1,D20,BRD-K80267133-001-19-3,1.531354,1531.354,10.0,10000.0,0.04,40,DMSO,153.1354,153.042593095
S-B-REPO1_2025-004-1,D21,BRD-K69470111-236-10-9,6.10181,6101.81,10.0,10000.0,0.04,40,DMSO,610.181,585.21044242
S-B-REPO1_2025-004-1,D22,BRD-K00003322-363-01-9,21.94133,21941.33,10.0,10000.0,0.04,40,DMSO,2194.133,2000.40887096
S-B-REPO1_2025-004-1,D23,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,D24,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,E01,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,E02,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,E03,BRD-K67261995-001-11-7,11.397618,11397.618,10.0,10000.0,0.04,40,DMSO,1139.7618,1139.51199671
S-B-REPO1_2025-004-1,E04,BRD-M98279124-300-01-1,2.72235,2722.35,10.0,10000.0,0.04,40,DMSO,272.235,199.103084861
S-B-REPO1_2025-004-1,E05,BRD-K00938507-001-18-9,2.80303,2803.03,10.0,10000.0,0.04,40,DMSO,280.303,280.06301096
S-B-REPO1_2025-004-1,E06,BRD-K93201765-236-02-9,2.20153,2201.53,10.0,10000.0,0.04,40,DMSO,220.153,196.058302738
S-B-REPO1_2025-004-1,E07,BRD-A22303829-001-03-9,5.10474,5104.74,10.0,10000.0,0.04,40,DMSO,510.474,510.105663634
S-B-REPO1_2025-004-1,E08,BRD-A10070317-003-30-9,2.95804,2958.04,10.0,10000.0,0.04,40,DMSO,295.804,259.157228921
S-B-REPO1_2025-004-1,E09,BRD-A13175897-004-01-0,5.11512,5115.12,10.0,10000.0,0.04,40,DMSO,511.512,510.221896452
S-B-REPO1_2025-004-1,E10,BRD-K02475039-001-02-9,2.372518,2372.518,10.0,10000.0,0.04,40,DMSO,237.2518,237.100107973
S-B-REPO1_2025-004-1,E11,BRD-K41524689-001-29-9,1.511626,1511.626,10.0,10000.0,0.04,40,DMSO,151.1626,151.063328537
S-B-REPO1_2025-004-1,E12,BRD-K01825817-001-04-9,2.493486,2493.486,10.0,10000.0,0.04,40,DMSO,249.3486,249.172878985
S-B-REPO1_2025-004-1,E13,BRD-K11900042-001-25-9,1.42179,1421.79,10.0,10000.0,0.04,40,DMSO,142.179,142.020083514
S-B-REPO1_2025-004-1,E14,BRD-K87990216-001-12-9,3.624,3624.0,10.0,10000.0,0.04,40,DMSO,362.4,362.093642862
S-B-REPO1_2025-004-1,E15,BRD-K04725460-001-13-9,2.262274,2262.274,10.0,10000.0,0.04,40,DMSO,226.2274,226.062994186
S-B-REPO1_2025-004-1,E16,BRD-K87349602-001-04-9,2.683104,2683.104,10.0,10000.0,0.04,40,DMSO,268.3104,268.121177766
S-B-REPO1_2025-004-1,E17,BRD-K49522529-001-04-9,4.006371,4006.371,10.0,10000.0,0.04,40,DMSO,400.6371,400.334130652
S-B-REPO1_2025-004-1,E18,BRD-A55464252-001-02-0,2.543667,2543.667,10.0,10000.0,0.04,40,DMSO,254.3667,254.167065326
S-B-REPO1_2025-004-1,E19,BRD-K15563106-001-20-9,2.742687,2742.687,10.0,10000.0,0.04,40,DMSO,274.2687,274.084123558
S-B-REPO1_2025-004-1,E20,BRD-A80871782-001-07-9,1.512056,1512.056,10.0,10000.0,0.04,40,DMSO,151.2056,151.099714043
S-B-REPO1_2025-004-1,E21,BRD-K11742128-311-25-9,3.32868,3328.68,10.0,10000.0,0.04,40,DMSO,332.868,278.178298714
S-B-REPO1_2025-004-1,E22,BRD-K15976406-001-04-1,2.422286,2422.286,10.0,10000.0,0.04,40,DMSO,242.2286,242.090271568
S-B-REPO1_2025-004-1,E23,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,E24,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,F01,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,F02,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,F03,BRD-A95602221-003-02-1,4.15955,4159.55,10.0,10000.0,0.04,40,DMSO,415.955,379.247106559
S-B-REPO1_2025-004-1,F04,BRD-K97874492-300-10-7,2.97203,2972.03,10.0,10000.0,0.04,40,DMSO,297.203,224.118772463
S-B-REPO1_2025-004-1,F05,BRD-K76205745-237-16-5,4.62009,4620.09,10.0,10000.0,0.04,40,DMSO,462.009,422.162187095
S-B-REPO1_2025-004-1,F06,BRD-K66615216-003-22-9,4.37892,4378.92,10.0,10000.0,0.04,40,DMSO,437.892,401.175084476
S-B-REPO1_2025-004-1,F07,BRD-K14127446-005-23-9,4.814333,4814.333,10.0,10000.0,0.04,40,DMSO,481.4333,353.259288688
S-B-REPO1_2025-004-1,F08,BRD-K64052750-001-30-9,4.46902,4469.02,10.0,10000.0,0.04,40,DMSO,446.902,446.152096566
S-B-REPO1_2025-004-1,F09,BRD-K01826519-003-07-9,4.2591,4259.1,10.0,10000.0,0.04,40,DMSO,425.91,425.182982116
S-B-REPO1_2025-004-1,F10,BRD-K36660044-001-25-9,2.232683,2232.683,10.0,10000.0,0.04,40,DMSO,223.2683,223.120843415
S-B-REPO1_2025-004-1,F11,BRD-K04196797-001-28-9,2.52268,2522.68,10.0,10000.0,0.04,40,DMSO,252.268,252.089877638
S-B-REPO1_2025-004-1,F12,BRD-K54529596-001-29-9,2.17285,2172.85,10.0,10000.0,0.04,40,DMSO,217.285,217.077264041
S-B-REPO1_2025-004-1,F13,BRD-K00005348-001-01-9,4.485937,4485.937,10.0,10000.0,0.04,40,DMSO,448.5937,448.26135964
S-B-REPO1_2025-004-1,F14,BRD-K06455935-001-02-9,3.934342,3934.342,10.0,10000.0,0.04,40,DMSO,393.4342,393.189985611
S-B-REPO1_2025-004-1,F15,BRD-K56575995-001-03-0,1.841457,1841.457,10.0,10000.0,0.04,40,DMSO,184.1457,184.066459031
S-B-REPO1_2025-004-1,F16,BRD-K00003261-001-01-9,4.504574,4504.574,10.0,10000.0,0.04,40,DMSO,450.4574,450.199108689
S-B-REPO1_2025-004-1,F17,BRD-K99199077-001-17-9,4.325497,4325.497,10.0,10000.0,0.04,40,DMSO,432.5497,432.251188884
S-B-REPO1_2025-004-1,F18,BRD-K74057164-001-01-6,6.33495,6334.95,10.0,10000.0,0.04,40,DMSO,633.495,633.180037319
S-B-REPO1_2025-004-1,F19,BRD-K67943528-050-03-9,3.384466,3384.466,10.0,10000.0,0.04,40,DMSO,338.4466,338.210661474
S-B-REPO1_2025-004-1,F20,BRD-K97045029-001-07-9,4.815026,4815.026,10.0,10000.0,0.04,40,DMSO,481.5026,481.175004249
S-B-REPO1_2025-004-1,F21,BRD-K81074237-001-02-3,4.564501,4564.501,10.0,10000.0,0.04,40,DMSO,456.4501,456.14336977
S-B-REPO1_2025-004-1,F22,BRD-K71772032-315-04-9,6.43683,6436.83,10.0,10000.0,0.04,40,DMSO,643.683,447.269298563
S-B-REPO1_2025-004-1,F23,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,F24,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,G01,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,G02,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,G03,BRD-K73469236-001-02-9,3.01165,3011.65,10.0,10000.0,0.04,40,DMSO,301.165,301.002616517
S-B-REPO1_2025-004-1,G04,BRD-K00003672-003-01-9,3.513628,3513.628,10.0,10000.0,0.04,40,DMSO,351.3628,351.144613504
S-B-REPO1_2025-004-1,G05,BRD-K49481516-001-21-9,2.873535,2873.535,10.0,10000.0,0.04,40,DMSO,287.3535,287.152143543
S-B-REPO1_2025-004-1,G06,BRD-K02152879-414-03-9,5.30522,5305.22,10.0,10000.0,0.04,40,DMSO,530.522,434.114771758
S-B-REPO1_2025-004-1,G07,BRD-K28550399-001-03-9,4.305372,4305.372,10.0,10000.0,0.04,40,DMSO,430.5372,430.246772208
S-B-REPO1_2025-004-1,G08,BRD-K61868322-001-08-9,5.194428,5194.428,10.0,10000.0,0.04,40,DMSO,519.4428,519.173028717
S-B-REPO1_2025-004-1,G09,BRD-K59197931-236-22-9,2.532489,2532.489,10.0,10000.0,0.04,40,DMSO,253.2489,230.094294314
S-B-REPO1_2025-004-1,G10,BRD-K93228461-001-02-9,5.91546,5915.46,10.0,10000.0,0.04,40,DMSO,591.546,590.140898248
S-B-REPO1_2025-004-1,G11,BRD-K28542495-003-15-9,3.45866,3458.66,10.0,10000.0,0.04,40,DMSO,345.866,309.184112373
S-B-REPO1_2025-004-1,G12,BRD-K23067689-001-04-9,3.323098,3323.098,10.0,10000.0,0.04,40,DMSO,332.3098,332.133199014
S-B-REPO1_2025-004-1,G13,BRD-K49111258-003-32-9,4.19862,4198.62,10.0,10000.0,0.04,40,DMSO,419.862,383.159354185
S-B-REPO1_2025-004-1,G14,BRD-K01825585-003-06-9,2.03666,2036.66,10.0,10000.0,0.04,40,DMSO,203.666,167.094628665
S-B-REPO1_2025-004-1,G15,BRD-K60102752-001-05-9,2.512784,2512.784,10.0,10000.0,0.04,40,DMSO,251.2784,251.115758037
S-B-REPO1_2025-004-1,G16,BRD-K80036624-001-06-9,1.92043,1920.43,10.0,10000.0,0.04,40,DMSO,192.043,190.990469265
S-B-REPO1_2025-004-1,G17,BRD-K10670311-001-21-9,3.98393,3983.93,10.0,10000.0,0.04,40,DMSO,398.393,398.068490268
S-B-REPO1_2025-004-1,G18,BRD-K86864073-001-01-1,2.70755,2707.55,10.0,10000.0,0.04,40,DMSO,270.755,270.113505569
S-B-REPO1_2025-004-1,G19,BRD-K00003605-001-01-9,3.614767,3614.767,10.0,10000.0,0.04,40,DMSO,361.4767,361.204179113
S-B-REPO1_2025-004-1,G20,BRD-K73028949-001-02-8,10.84232,10842.32,10.0,10000.0,0.04,40,DMSO,1084.232,1083.437853999
S-B-REPO1_2025-004-1,G21,BRD-K44942604-346-04-7,5.406017,5406.017,10.0,10000.0,0.04,40,DMSO,540.6017,240.256549034
S-B-REPO1_2025-004-1,G22,BRD-K92723993-066-22-7,5.89708,5897.08,10.0,10000.0,0.04,40,DMSO,589.708,493.259008649
S-B-REPO1_2025-004-1,G23,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,G24,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,H01,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,H02,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,H03,BRD-K01824972-236-10-9,6.884308,6884.308,10.0,10000.0,0.04,40,DMSO,688.4308,664.116946663
S-B-REPO1_2025-004-1,H04,BRD-K08273968-001-16-6,3.52766,3527.66,10.0,10000.0,0.04,40,DMSO,352.766,352.071365983
S-B-REPO1_2025-004-1,H05,BRD-K48722258-300-13-9,6.7761,6776.1,10.0,10000.0,0.04,40,DMSO,677.61,604.299595638
S-B-REPO1_2025-004-1,H06,BRD-K96734425-304-03-9,6.02575,6025.75,10.0,10000.0,0.04,40,DMSO,602.575,554.04605704
S-B-REPO1_2025-004-1,H07,BRD-A64977602-001-15-9,2.653529,2653.529,10.0,10000.0,0.04,40,DMSO,265.3529,265.157897623
S-B-REPO1_2025-004-1,H08,BRD-K25723200-001-04-3,5.685336,5685.336,10.0,10000.0,0.04,40,DMSO,568.5336,568.159413764
S-B-REPO1_2025-004-1,H09,BRD-K51956333-003-04-9,6.34418,6344.18,10.0,10000.0,0.04,40,DMSO,634.418,597.81110793
S-B-REPO1_2025-004-1,H10,BRD-K59788572-236-01-3,4.043223,4043.223,10.0,10000.0,0.04,40,DMSO,404.3223,381.127110583
S-B-REPO1_2025-004-1,H11,BRD-A90625545-001-03-9,4.685818,4685.818,10.0,10000.0,0.04,40,DMSO,468.5818,468.251188884
S-B-REPO1_2025-004-1,H12,BRD-K21528677-001-05-9,4.165073,4165.073,10.0,10000.0,0.04,40,DMSO,416.5073,416.219888756
S-B-REPO1_2025-004-1,H13,BRD-K00003581-001-01-9,8.991142,8991.142,10.0,10000.0,0.04,40,DMSO,899.1142,898.507857076
S-B-REPO1_2025-004-1,H14,BRD-K98765504-001-02-9,2.84356,2843.56,10.0,10000.0,0.04,40,DMSO,284.356,284.0612964
S-B-REPO1_2025-004-1,H15,BRD-K73838513-001-06-9,3.57412,3574.12,10.0,10000.0,0.04,40,DMSO,357.412,357.170434324
S-B-REPO1_2025-004-1,H16,BRD-K91543828-001-05-9,2.682691,2682.691,10.0,10000.0,0.04,40,DMSO,268.2691,268.11715502
S-B-REPO1_2025-004-1,H17,BRD-K01827286-340-05-9,2.422699,2422.699,10.0,10000.0,0.04,40,DMSO,242.2699,242.094294314
S-B-REPO1_2025-004-1,H18,BRD-K02528732-001-03-2,4.184983,4184.983,10.0,10000.0,0.04,40,DMSO,418.4983,418.215552307
S-B-REPO1_2025-004-1,H19,BRD-K00003565-001-01-9,3.033993,3033.993,10.0,10000.0,0.04,40,DMSO,303.3993,303.194677059
S-B-REPO1_2025-004-1,H20,BRD-A40639672-234-18-0,3.764037,3764.037,10.0,10000.0,0.04,40,DMSO,376.4037,255.089543287
S-B-REPO1_2025-004-1,H21,BRD-A22256192-003-22-7,4.23894,4238.94,10.0,10000.0,0.04,40,DMSO,423.894,387.190654313
S-B-REPO1_2025-004-1,H22,BRD-A02743701-001-03-6,4.925204,4925.204,10.0,10000.0,0.04,40,DMSO,492.5204,492.18965126
S-B-REPO1_2025-004-1,H23,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,H24,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,I01,,,,,,0.0,0,,,
S-B-REPO1_2025-004-1,I02,,,,,,0.04,40,DMSO,,
S-B-REPO1_2025-004-1,I03,BRD-A91366704-001-01-9,9.141288,9141.288,10.0,10000.0,0.04,40,DMSO,914.1288,913.518756113
S-B-REPO1_2025-004-1,I04,BRD-K93331255-001-02-0,10.56218,10562.18,10.0,10000.0,0.04,40,DMSO,1056.218,1055.431705989
S-B-REPO1_2025-004-1,I05,BRD-K37203094-001-06-6,2.424406,2424.406,10.0,10000.0,0.04,40,DMSO,242.4406,242.26096571
S-B-REPO1_2025-004-1,I06,BRD-K11466259-003-04-1,4.41906,4419.06,10.0,10000.0,0.04,40,DMSO,441.906,405.189985611
S-B-REPO1_2025-004-1,I07,BRD-K01188359-065-24-9,9.09053,9090.53,10.0,10000.0,0.04,40,DMSO,909.053,810.420379474
S-B-REPO1_2025-004-1,I08,BRD-A56858165-001-04-4,3.63388,3633.88,10.0,10000.0,0.04,40,DMSO,363.388,363.088891359
S-B-REPO1_2025-004-1,I09,BRD-K44932450-001-17-9,3.304611,3304.611,10.0,10000.0,0.04,40,DMSO,330.4611,330.219494826
S-B-REPO1_2025-004-1,I10,BRD-K25015158-001-03-9,3.805182,3805.182,10.0,10000.0,0.04,40,DMSO,380.5182,380.256274262
S-B-REPO1_2025-004-1,I11,BRD-K26657438-001-17-8,2.403036,2403.036,10.0,10000.0,0.04,40,DMSO,240.3036,240.137496532
